"London, August 12, 2022 -- Moody's Investors Service (""Moody's"") has today downgraded the Government of Turkiye's long-term foreign- and domestic-currency issuer and the foreign-currency senior unsecured ratings to B3 from B2.The foreign-currency senior unsecured shelf rating was downgraded to (P)B3 from (P)B2.",1
The authorities are having to resort to increasingly unorthodox measures in an attempt to stabilize the currency and restore foreign-currency buffers.,0
"In Moody's view, it is unlikely that the increasingly complex set of regulatory, fiscal and macroprudential measures will be effective in restoring some degree of macroeconomic stability.",1
Moody's considers this a Governance driver under its ESG framework.,1
The stable outlook reflects Moody's view that the risks at the B3 level are balanced.,1
Concurrently Moody's lowered Turkiye's local-currency country ceiling to B1 from Ba3 previously.,1
"At that point, Moody's expects pressure on the exchange rate and the CBRT's foreign-currency buffer to increase again.",1
"Moody's estimates confidence-sensitive external refinancing needs at around $128 billion or 17% of GDP, primarily owed by the private sector.",1
"In contrast, the government has only one external bond maturity left in September for $2.5 billion plus interest and loan repayments of a further $3.2 billion from July-December, which could be covered out of its foreign-currency deposits at the CBRT of around $11 billion in case of tighter financing conditions.",0
"According to Moody's latest forecasts, consumer price inflation will still stand at close to 70% at year-end.",1
"New measures have been announced ever more frequently and have become increasingly unorthodox, such as the requirement for exporters to convert 40% of their export earnings into lira with the CBRT and the prohibition for banks to extend credit to firms holding material foreign-currency assets.",0
"Also, bank lending rates have risen to over 30% in recent weeks, significantly above the CBRT's policy rate at 14%, which should help to dampen demand for credit.",0
"However, in Moody's view it is unlikely that the increasingly complex set of regulatory and macroprudential measures will be effective in restoring some degree of macroeconomic stability and sustainably help to bring down inflation.",1
"While Moody's expects a gradual economic slowdown in the second half of this year and into next year  the rating agency forecasts real GDP growth of 4.5% and 2% for 2022 and 2023 respectively, the risk of a sharper slowdown is material.",1
"At the same time, it is unclear whether there is political acceptance that the Turkish economy will need to slow down, in particular in light of the approaching elections, which will have to be held by June 2023 at the latest.",0
Moody's expects a material weakening of Turkiye's public finances this year.,1
"The cost to the Treasury of the deposit protection scheme is rising, with Moody's estimating the full-year cost at around 2.2% of GDP, on the basis of the rating agency's exchange rate forecasts.",1
"Similarly, the cost of inflation-indexed debt which is mostly held by domestic banks has risen substantially, and Moody's estimates that high inflation will add around 1.2% of GDP in interest payments this year compared to 2021.",1
"The rating agency expects a budget deficit of around 4.5% of GDP, also reflecting the slowdown in the economy, a higher wage and public-sector pension bill as well as earlier tax reductions.",1
"Banks and corporates  the main borrowers abroad  have been able to roll over maturing debt during previous periods of financial stress and have not encountered any difficulties so far this year and have well-hedged foreign-currency positions, which provides a cushion against future episodes of financial stress.",0
Turkiye's social IPS is also moderately negative (S-3).,1
The overall provision of basic services such as safe drinking water and sanitation services to the population is uneven across the country.,0
Turkiye's institutions and governance profile has deteriorated steadily in recent years and has been a key driver of successive downgrades to the sovereign's rating.,1
The publication of this rating action deviates from the previously scheduled release dates in the UK sovereign calendar published on https://ratings.moodys.com.,1
"Alternatively, please see the Rating Methodologies page on https://ratings.moodys.com for a copy of this methodology.",1
Moody's Rating Symbols and Definitions can be found on https://ratings.moodys.com/rating-definitions.,1
