"Standard & Poor's 500 companies get 29% of their sales from outside the U.S, according to Goldman Sachs.",1
"They typically sell those products or services in local currencies, then report financial results including those sales in dollars.",0
"Materials companies in industries such as paper and chemicals are second at 50%, with health care, financial stocks and utilities having the lowest exposure among the 11 sectors in the market's benchmark large-cap index.",1
"Companies with high exposure to foreign sales include Qualcomm (96%), oilfield services company Schlumberger (85%), disability insurer Aflac (70%), Netflix and Meta (59%), and Alphabet at 54%.",0
"At Apple, the impact will be greater in hardware than in the services business, and will be mitigated by Chinese government interventions to keep the yuan close to stable against the dollar, said CFRA Research analyst Angelo Zino.",0
"The S&P 500 fell 1.15% to 3,854.43, while the Nasdaq Composite lost 2.26% to 11,372.60.",1
"""COVID headwinds aren't just a Chinese phenomenon – cases are climbing globally, although the risk of lockdowns in the US and EU remains extremely low,"" wrote Adam Crisafulli of Vital Knowledge.",0
"The consumer discretionary sector of the S&P 500 slipped nearly 2.8%, while information technology dropped 1.4%.",1
"Nike, Caterpillar and Walt Disney dropped more than 2%, dragging the Dow lower.",0
"When it was all said and done, the S&P 500 sank 0.92% to 3,819, falling for the third straight session and re-entering bear market territory.",1
A notable example is the inversion of the yield curve in the 2-year to 10-year stretch (2s10s).,0
"Against this backdrop, the financial landscape may get worse before it gets better for both the S&P 500 and the Nasdaq 100.",1
The dip-buying in tech was on show once again as big tech stocks pared most of their losses as Treasury yields retreated from session highs.,0
"The benchmark S&P 500 Index SPX has fallen 20% this year, the worst start to a year in decades.",1
The Prudent Speculator is published by Kovitz Investment Group of Chicago and remains at the top of the list for 30-year returns among newsletters tracked by the Hulbert Financial Digest.,0
"The TPS portfolio’s average annualized 30-year return is 14.5% through June 30, compared with 9.9% for the S&P 500, with dividends reinvested monthly, according to Hulbert.",1
"In comparison, the forward P/E ratio for the Russell 1000 Value Index RLV was 13.5 (according to Kovitz, using Bloomberg data) and the forward P/E for the S&P 500 was 16.8 (according to FactSet).",1
Click here for more about historically low bank-stock valuations.,0
makes energy storage systems and devices.,1
"is a home builder, a group that has been hit hard this year as rising interest rates have led to a growing number of building contract cancellations and price cuts.",0
Micron Technology Inc. MU is another name on the list with a low P/E.,0
"Even the S&P 500’s SPX long-term average return of close to 10% is a good number, but some investors — and some members of the financial media — seem to expect the stock market to rise in a straight line, even though it has never done so.",1
"In some weird parallel universe, Tesla was kicked out of the S&P 500 Environmental, Social, and Governance (ESG) Index while oil companies were added to it.",1
"Exxon is rated top ten best in world for environment, social & governance (ESG) by S&P 500, while Tesla didn’t make the list!",1
ESG is a scam.,0
It has been weaponized by phony social justice warriors.,1
"It included an interview with Margaret Dorn, S&P Dow Jones Indices’ head of ESG indices for North America.",1
"When Reuters asked about Elon Musk’s tweet, another representative for the index provider said that the Tesla CEO might have been referring to a list on the company blog that included the largest 10 constituents by market cap of the S&P 500 ESG Index after Tesla and others had been removed.",1
"In another blog, Dorn shared more details as to why Tesla was excluded.",0
"“First and foremost, the GICS industry group in which Tesla is assessed (Automobiles & Components) experienced an overall increase in its average S&P DJI ESG Score.",1
"So, while Tesla’s S&P DJI ESG Score has remained fairly stable year-over-year, it was pushed further down the ranks relative to its global industry group peers.4.",1
"“A few of the factors contributing to its 2021 S&P DJI ESG Score were a decline in criteria level scores related to Tesla’s (lack of) low carbon strategy5 and codes of business conduct.6 In addition, a Media and Stakeholder Analysis,7 a process that seeks to identify a company’s current and potential future exposure to risks stemming from its involvement in a controversial incident, identified two separate events centered around claims of racial discrimination and poor working conditions at Tesla’s Fremont factory, as well as its handling of the NHTSA investigation after multiple deaths and injuries were linked to its autopilot vehicles.",1
"“Both of these events had a negative impact on the company’s S&P DJI ESG Score at the criteria level, and subsequently its overall score.",1
"I also gave a comparison between Tesla and a few oil companies, including Exxon.",0
"To recap, ExxonMobil’s ESG score was worse than Tesla’s.",1
"So, how does an oil company with a worse ESG score than Tesla’s get to stay in the S&P 500 ESG Index?",1
"The S&P 500 will start excluding companies that issue multiple classes of shares, managers of the index said on Monday, a move that effectively bars Snap after its decision to offer stock with no voting rights.",1
"The decision takes effect starting Tuesday, according to a statement by the manager of the widely used benchmark, S&P Dow Jones Indices.",1
Existing components of the S&P index with several share classes — such as Google parent Alphabet and Berkshire Hathaway — will not be affected.,1
"The S&P changes, which extend to the S&P MidCap 400 and S&P SmallCap 600 indexes, reflect a toughening stance by index firms and the investors they represent who increasingly emphasize the importance of corporate governance rights.",1
FTSE Russell said last week it planned to exclude Snap from its stock indexes.,0
"Inclusion in a stock index has been an important milestone for young companies, bringing their shares into many passive funds and others that closely follow indexes like the S&P 500, a guide for trillions of dollars of capital worldwide.",1
The decision likely means that funds like $243 billion SPDR S&P 500 ETF will not buy Snap anytime soon.,1
"If you want your portfolio's value to grow with the U.S. economy and don't want to choose individual stocks, an S&P 500 index fund could be a smart choice.",1
"In fact, legendary investor Warren Buffett has said that investing in low-cost S&P 500 index funds is a bet on the future of U.S. economic growth and the best way for most people to build wealth.",1
What are S&P 500 index funds and why are they popular?,1
An S&P 500 index fund invests in each of the 500 companies in the S&P 500 (SNPINDEX: ^GSPC).,1
S&P 500 funds are by far the most popular type of index fund.,1
