"The logo for Occidental Petroleum is displayed on a screen on the floor at the New York Stock Exchange (NYSE) in New York, U.S., April 30, 2019.",0
"This release contains forward-looking statements about Shentel regarding, among other things, its business strategy, its prospects and its financial position.",0
The total square footage of the leased facility is 1.8 million ft2.,0
Company continues to evaluate other strategic alternatives to maximize stakeholder value of all assets.,0
The potential sale would include a pipeline that brings crude produced in California’s San Joaquin Valley to the refinery.,1
"BSP manages assets across a broad range of complementary credit strategies including private/opportunistic debt, liquid loans, high yield, special situations, long-short liquid credit and commercial real estate debt.",0
Stream TV Networks Inc. notified the Delaware Chancery Court on Monday that SeeCubic Inc. plans to sell the company's assets despite a Delaware Supreme Court decision in June that found an agreement turning those assets over to SeeCubic invalid.,1
"Chevron, which plans to resume share buybacks in the current quarter, stepped up its sales program in June by marketing two collections of conventional oil and gas fields in the Permian Basin, together valued at more than $1 billion.",1
GetSwift will continue operating its business throughout the sale process.,1
"Chairman and Chief Executive Emmanuel Faber has come under growing pressure recently as shareholders push for changes at the group, which has lagged some rivals during the COVID-19 pandemic.",0
"Sept 3 (Reuters) - Chevron Corp (CVX.N) is looking to sell its oil and gas assets in the Eagle Ford Basin in south Texas, according to sources familiar with the matter and a marketing document seen by Reuters.",1
"The EV company recorded a gain of more than $100 million in the April-June quarter from the Ohio asset sale, which was prompted by the need for funding amid industry-wide supply chain disruptions and rising material costs.",1
The sale follows a flurry of divestments by telecom firms as they cut debt and focus on their active mobile assets.,1
"Last week, Spark New Zealand (SPK.NZ) announced the sale of a 70% stake in its towers business for NZ$900 million.",1
The average Exxon Mobil price target of $69.73 implies 8.33% upside potential to current levels.,0
The combination of these initiatives under Clearlake's ownership resulted in a material increase in annual recurring revenue and a significant expansion in the Company's EBITDA margins.,0
TRY LAW360 FREE FOR SEVEN DAYS,0
"Net of estimated transaction expenses, other one-time charges and the repayment of outstanding debt, the sale of the Company’s December 31, 2017 investment portfolio and the $85.0 million shareholder payment represents total cash consideration to the Company and to Triangle shareholders of $658.6 million, or approximately $13.80 per share as of December 31, 2017, and 1.03x Triangle’s December 31, 2017 net asset value.",1
"EDINBURG, Va., July 01, 2021 (GLOBE NEWSWIRE) -- Shenandoah Telecommunications Company (“Shentel” or the “Company”) (NASDAQ: SHEN) announced today the closing of the previously announced sale of its Wireless assets and operations to T-Mobile USA, Inc. (“T-Mobile”).",1
"Shell's company logo is pictured at a gas station in Zurich April 8, 2015.",0
"Closing of the sale is anticipated for mid-August and is subject to certain conditions, including the completion of a satisfactory due diligence review by the purchaser.",1
"(“BSP”) under which the Company will sell its December 31, 2017 investment portfolio to funds advised by BSP for $981.2 million in cash.",1
