"BELLEVUE, Wash.--(BUSINESS WIRE)--T-Mobile US, Inc. (NASDAQ: TMUS) today announced that following an investment grade issuer rating from S&P Global Ratings (S&P) – the third it has received from credit rating agencies – the company now has its first-ever full investment grade rating.",1
This follows the company securing a Baa3 rating with a stable outlook from Moody’s and a BBB- rating with a positive outlook from Fitch.,1
"This full investment grade rating comes as a result of T-Mobile’s successful operational and financial performance, which is consistently demonstrated through strong subscriber growth and the company’s ability to translate that into increasing free cash flow.",1
"“Achieving a full investment grade rating is an important milestone for T-Mobile that reflects the leading credit rating agencies’ positive outlook on our Un-carrier leadership strategy that is rooted in an unwavering focus on putting customers first,” said Peter Osvaldik, T-Mobile chief financial officer.",1
"T-Mobile’s customers benefit from its unmatched combination of value and quality, unwavering obsession with offering them the best possible service experience and undisputable drive for disruption that creates competition and innovation in wireless and beyond.",0
For more information please visit: https://www.t-mobile.com.,0
"These forward-looking statements are generally identified by the words “anticipate,” “believe,” “estimate,” “expect,” “intend,” “may,” “could” or similar expressions.",0
These risks and uncertainties include those related to the Company’s operational and financial performance and the Company’s ability to access investment grade debt markets.,0
"We undertake no obligation to revise or publicly release the results of any revision to these forward-looking statements, except as required by law.",0
"FORNEBU, Norway, Aug. 17, 2022 /PRNewswire/ -- Scope Ratings has assigned an investment grade rating of BBB-/Stable to Aker ASA.",1
"In the rating report, Scope notes that the rating is driven by Aker's low leverage and its controlled cost coverage, balancing cash inflow and outflows, in addition to that the liquidity of Aker's assets further benefits the rating.",0
"This stock exchange announcement was published by Laila Hop, Paralegal, Aker ASA, on August 17, 2022, at 06:58 CEST.",0
"Anyone can invest in BDCs, as they are public companies traded on major stock exchanges.",0
"However, many of these bonds are now rebounding and I have started making purchases of shorter and mid duration maturities.",0
Brokerages express the trading prices as a percentage of the face value.,0
"For more information on examples of how to trade bonds using CUSIPs and limit orders, please see the following link.",0
"Therefore, a company with a high asset coverage ratio is considered less risky than a company with a low asset coverage ratio.",0
"Also called the times-interest-earned ratio, this ratio is used by creditors and prospective lenders to assess the risk of lending capital to a firm.",0
"When a company's interest coverage ratio is only 1.5 times or lower, its ability to meet interest expenses may be questionable.",0
"With the additional $500 million in low-cost fixed rate notes that we issued in 2021, as of the end of the first quarter, 81% of Main Street's outstanding debt obligations maintain fixed interest rates.",0
"On the other hand, as of the end of the first quarter, approximately 73% of our debt investments bear interest at floating rates with the majority subject to contractual interest rate floors and with a weighted average fall of approximately 105 basis points.",0
"However, MAIN's dividend yield has been trending lower, especially after excluding the March 2020 market disruption.",0
"As mentioned earlier, I have started purchasing shorter and mid duration bonds with relatively higher yields (for similar durations).",0
This means that projected earnings for Q3 and Q4 will probably need to be increased.,0
"Over the coming weeks, I will cover many other BDCs listed below, including their asset and interest expense coverage ratios:",0
Please make sure your browser supports JavaScript and cookies and that you are not blocking them from loading.,0
"The firm owned 88,070 shares of the company’s stock after selling 59,369 shares during the period.",0
