"""This helps us generate more spread than others.""",0
"When the merger closes, Woodward Chairman, CEO and President Tom Gendron will become executive chairman while Hexcel president and CEO Nick Stanage will become CEO of the combined company.",1
"Upon closing of the transaction, which is expected in the fourth quarter of 2022, RADA will become a wholly-owned subsidiary of Leonardo DRS.",1
Shares of Pine Technology Acquisition Corp. fell 1.5% in premarket trades.,1
"Orlando, FL and Houston, TX, Jan. 31, 2022 (GLOBE NEWSWIRE) -- Kalera AS (“Kalera”), one of the preeminent leafy green vertical farming companies and a leader in plant science for producing high-quality produce in controlled environments, and Agrico Acquisition Corp., a special purpose acquisition company (SPAC), today jointly announced that they have entered into a definitive merger agreement.",1
"Asked why Group Nine Media chose a merger rather than a sale to a larger company, Lerer said he looked around and chose the best long-term option.",1
"Additionally, North Mountain will file other relevant materials with the SEC in connection with the Transaction.",1
The two companies hosted a press conference on Thursday following the New Mexico Public Regulation Commission’s discussion the previous day regarding a hearing examiner’s recommendation that the commission deny the merger.,1
"The PUC left the door open to future merger applications, outlining the conditions upon which the deal could be approved.",1
"We believe there is significant runway for growth opportunities within our existing customer base as well as through untapped opportunities such as new customer wins, new product innovation, international expansion, and strategic acquisitions,"" said Douglas W. Clark, Founder, Chairman, and CEO of Corcentric.",0
"BENGALURU, May 6 (Reuters) - Indian conglomerate Larsen & Toubro will merge its Mindtree Ltd (MINT.NS) and L&T Infotech (LRTI.NS) software units to create a $17.69 billion company, building scale to compete for larger deals in a booming market for IT services since the pandemic.",1
"The deal, to be announced officially on Monday, would form a coast-to-coast behemoth with a leading presence in the top domestic markets, including New York, Chicago and Los Angeles, along with an extended network to Asia, Latin America and Europe.",1
"“Ahold and Delhaize Group would like to stress that while they are in the final stages of negotiations, no definitive agreement on a transaction has been reached.",1
"Previously, Great Plains had proposed buying Westar and making it a subsidiary, using around $8 billion of borrowing: a level of debt with which the Kansas regulator was unhappy.",1
"AccorHotels purchased the Fairmont, Raffles, and Swissôtel brands this year.",1
"The deal comes at a time when the U.S. electric utility industry has been seeing a lot of merger activity in the last few years, with the broad trend of change driving many of those acquisitions.",1
"SPACs are publicly listed companies raised with the intention of merging with a private company, which goes public through the merger and is seen as an alternative to an IPO.",1
"T-Mobile and Sprint assume no obligation to update or revise the information contained in this communication (whether as a result of new information, future events or otherwise), except as required by applicable law.",0
"The combined entity will also boast 2P (proven and probable) reserves of over 2 billion boe comprising 59% gas, and 41% liquids, the companies said.",1
"Australia's first online-only bank, which had targeted a similar market, shut down on June 29 because of difficulties raising funds.",0
Renegade (2014): Jeep’s compact SUV is getting a plug-in hybrid version for Europe and North America in 2020.,0
"As agreed in the initial merger proposal last May, Discovery gets six designated board members and AT&T gets seven.",1
"If both companies, however, do not formally undergo a change of control, the spin-offs can be tax-free.",0
FBL Financial Group will cease to trade on the New York Stock Exchange as part of a similar merger with Farm Bureau Property & Casualty.,1
"By the time the deal closes, United Technologies is expected to have finished spinning off its Otis and Carrier businesses — a move that was announced previously as part of a focus on aerospace and engines.",1
"“This isn’t justice with a blindfold on, right?” he said.",0
Our advanced nationwide 4G LTE network delivers outstanding wireless experiences to 86.0 million customers who are unwilling to compromise on quality and value.,0
"“As the world shifts to a more sustainable economy and more companies and governments set their sustainability and ESG goals, the first step in achieving these objectives is measurement.",0
"On April 29, 2018, T-Mobile announced it would try again with Sprint.",1
"William Curry, Dow’s chief tax officer, played a key role in structuring the tax aspects of the deal with DuPont, according to the sources.",1
"By its nature, FLI involves a variety of assumptions, which are based upon factors that may be difficult to predict and that may involve known and unknown risks and uncertainties and other factors which may cause actual results and outcomes to differ materially from those expressed or implied by these FLI, including, but not limited to, the following: the occurrence of any event, change or other circumstances that could give rise to the right of one or both of the parties to terminate the merger agreement; the timing and completion of the transaction, including receipt of regulatory approvals and RADA stockholder approval and the satisfaction of other conditions precedent; the realization of anticipated benefits and synergies of the transaction and the timing thereof; the success of integration plans; the risk that any announcements relating to the proposed transaction could have adverse effects on the market price of RADA; the focus of management time and attention on the transaction and other disruptions arising from the transaction; the volatility of the international marketplace; DRS’s anticipated public listing on the NASDAQ and Tel-Aviv Stock Exchange upon the anticipated closing of the transaction; potential adverse reactions or changes to business, government or employee relationships, including those resulting from the announcement or completion of the transaction; general U.S., Israeli and global social, economic, political, credit and business conditions; changes in laws; regulations and government policies; changes in taxes and tax rates; customer, stockholder, regulatory and other stakeholder approvals and support; material adverse changes in economic and industry conditions; the pandemic created by the outbreak of COVID-19 and resulting effects on economic conditions; the ramifications of the Russia-Ukraine conflict, and other risks and uncertainties listed in DRS’s filings or RADA’s filings with the SEC, including under the heading “Risk Factors” in DRS’s most recently filed Annual Report on Form 10-K as such risk factors may be amended, supplemented or superseded from time to time by other filings with the SEC and under the heading “Risk Factors” in RADA’s most recently filed Annual Report on Form 20-F as such risk factors may be amended, supplemented or superseded from time to time.",1
"Chinese authorities gave their final approval last week, clearing the way for the merger to be finalized.",1
The video game industry is in the middle of a gold rush of acquisitions.,1
"""By joining forces, we will have unsurpassed technology and expanded R&D capabilities,"" Hayes said.",1
Executives for both companies hope that the merger will create a stock price that's greater than the current combined value of Apollo and Athene.,1
The companies underscore that their deal would combine two entities that don't directly compete in a so-called vertical merger.,1
"16 on last year's CNBC Disruptor 50 list, delivers an array of digital services such as transportation, food delivery, hotel bookings, online banking, mobile payments and insurance services from its app — thus the ""super app"" title.",0
"“The studio suffered over $1 billion in losses,” said Jeffrey Sonnenfeld, a professor at the Yale School of Management.",0
