Cosmetics giant Revlon filed for Chapter 11 bankruptcy protection on Wednesday evening as it grappled with a cumbersome debt load and a snarled supply chain.,1
"The company said it expects to receive $575 million in debtor-in-possession financing from its existing lender base, which will help to support its day-to-day operations.",0
"Revlon's bankruptcy filing said the company is currently unable to timely fill almost one-third of customer demand for its products, due to an inability to source a ""sufficient and regular supply of raw materials.""",1
"Shipping components from China to the United States takes Revlon eight to 12 weeks and costs four times 2019 prices, it said.",0
Revlon is the first major consumer-facing business to file for bankruptcy protection in what has been a yearslong pause of distress in the retail sector.,1
"More than three dozen retailers filed for bankruptcy in 2020, marking an 11-year high, which experts say was an extensive and Covid pandemic-driven pull-forward of restructuring activity.",1
"Through May 31, S&P Global Market Intelligence tracked 143 bankruptcies, across all industries, so far this year, which is the slowest pace since at least 2010.",1
"S&P only tracked three retail bankruptcy filings over the same period, the lowest count in at least 12 years, it said.",1
Particularly as many of these businesses grapple with ongoing supply chain challenges that have left them with the wrong inventories.,0
"The nail polish and lipstick maker, which is controlled by billionaire Ron Perelman's MacAndrews & Forbes, listed assets and liabilities between $1 billion and $10 billion, according to a filing with the U.S. Bankruptcy Court for the Southern District of New York.",1
The company's market cap was nearly $123 million as of the close of trading Wednesday.,0
"In late 2020, as stuck-at-home consumers dramatically curtailed their spending on beauty items, Revlon narrowly avoided bankruptcy when enough bondholders took part in its debt restructuring program.",0
The company had warned in early November of that year that it may be forced to file for Chapter 11 protection.,1
"Though the business rebounded in 2021, Revlon's revenue is still below pre-pandemic levels.",0
Perelman's MacAndrews & Forbes acquired Revlon in a hostile takeover for about $1.8 billion in 1985.,0
"The business grew over the years through acquisitions, including of Coty's Cutex business and Elizabeth Arden.",0
"Revlon could use its time in bankruptcy proceedings to prune its portfolio, given it owns numerous brands, some of which are performing better than others, said David Silverman, a retail senior director at Fitch Ratings.",1
"""If executed effectively, Revlon could emerge from bankruptcy with a cleaner balance sheet and a better operating profile, improving longer term business prospects,"" Silverman said.",1
"PJT Partners is acting as financial advisor to Revlon, and Alvarez & Marsal is acting as restructuring advisor.",0
EV start-up Electric Last Mile Solutions said late Sunday it plans to file for bankruptcy less than a year after it went public via a merger with a special purpose acquisition company.,1
"The Michigan-based maker of electric commercial vans said in a release that interim CEO Shauna McIntyre and its board of directors decided on Sunday to file for Chapter 7 bankruptcy protection, which will allow it to liquidate its assets, after a ""comprehensive review of the company's products and commercialization plans"" turned up no better option for stakeholders.",1
"ELMS' public offering, in late June 2021, came amid a wave of SPAC deals that took EV makers public.",0
The company is the first of those post-SPAC EV makers to say that it will declare bankruptcy.,1
"ELMS said in a statement that those executive departures, and a related investigation by the Securities and Exchange Commission, had made it ""extremely challenging"" to secure additional funding.",0
"Elliott Investment Management, the owner of Barnes & Noble, said Tuesday it will acquire gift and stationery retailer Paper Source.",0
The acquisition will provide Paper Source with the funding it needs to emerge from Chapter 11 bankruptcy.,1
"While the two businesses plan to operate independently, it hinted at possible partnerships in the future.",0
"Alongside this, the opportunities for Paper Source to work with Barnes & Noble are tremendously exciting for both businesses,"" Daunt said in a press release.",0
"The stationery chain filed for bankruptcy on March 2 and was forced to close stores, cut jobs and reduce the pay of senior managers.",1
"Like many retailers, Paper Source's sales fell last year due to Covid pandemic shutdowns, capacity restrictions, and a wave of canceled weddings and events hurt sales of invitations.",0
"At the time of its bankruptcy filing, Paper Source had 1,700 employees, 158 stores, and $100 million in debt and leases that cost $36 million annually, according to NBC News.",1
"Wage talks between SAS and its pilots collapsed on Monday, triggering a strike that adds to travel chaos across Europe as the peak summer travel season shifts into full gear.",0
Chief Executive Anko van der Werff said the strike had accelerated its decision to file for Chapter 11 status.,1
"Sydbank analysts estimated, in a worst-case scenario, it could erase up to half of its cash flow in the initial four to five weeks alone.",0
"""The pilots may well consider themselves pieces in the puzzle that legalizes the management's Chapter 11 request, and it's doubtful whether it will bring them back to the negotiating table,"" Sydbank analyst Jacob Pedersen said.",1
"""On the other hand, the Chapter 11 request also shows how serious the situation is for SAS.""",1
"Entering Chapter 11 would make it easier for the company to lay off employees, experts say.",1
"""It does not affect the strike or our agreements,"" he said.",0
